stage,run_id,candidate_index,complexity,loss,score,equation,formula_scaled_sympy,formula_original_variables,feature_support_json,structure_signature,family_signature,segment,attempt,search_mode
shape,recoverable_i1_single_shape,0,1,0.9999999,0.0,3.2088807e-5,3.20888070000000e-5,0.285774961493221,[],CONST,"{""features"": [], ""operators"": []}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,1,3,0.9200946,0.041639344069164655,weight_loss_rate_within_case_z_scaled * -0.28246352,weight_loss_rate_within_case_z_scaled*(-0.28246352),0.338682388136667 - 0.263778515239209*weight_loss_rate_within_case_z,"[""weight_loss_rate_within_case_z_scaled""]","Mul(Integer(-1), CONST, Symbol('weight_loss_rate_within_case_z_scaled'))","{""features"": [""weight_loss_rate_within_case_z_scaled""], ""operators"": [""Mul""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,2,5,0.8453067,0.04238848538013922,fluence_rate_scaled * (rho_within_case_z_scaled * 0.25405452),fluence_rate_scaled*rho_within_case_z_scaled*0.25405452,0.280267443290953*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.285739561816426,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled""]","Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled'))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled""], ""operators"": [""Mul""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,3,6,0.81487864,0.036660325906015104,0.7802671 - abs(fluence_rate_scaled),0.7802671 - Abs(fluence_rate_scaled),1.14651332486952 - 1.10317833861391*Abs(1.88569304205524*fluence_rate - 6.93049292450245),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Symbol('fluence_rate_scaled'))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,4,7,0.8084771,0.00788683961837699,(rho_within_case_z_scaled * (fluence_rate_scaled * 0.31375146)) + 0.21316399,rho_within_case_z_scaled*fluence_rate_scaled*0.31375146 + 0.21316399,0.346123814380487*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.520897458156937,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled')), CONST))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled""], ""operators"": [""Add"", ""Mul""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,5,8,0.7877594,0.025959641273171165,0.57502663 - (abs(fluence_rate_scaled) * 0.73684496),0.57502663 - 0.73684496*Abs(fluence_rate_scaled),0.920096484158579 - 0.81287139878883*Abs(1.88569304205524*fluence_rate - 6.93049292450245),"[""fluence_rate_scaled""]","Mul(Integer(-1), CONST, Add(Mul(CONST, Abs(Symbol('fluence_rate_scaled'))), CONST))","{""features"": [""fluence_rate_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,6,9,0.7452021,0.05553725652707167,(square(theta_sin_within_case_z_scaled) + (rho_within_case_z_scaled * fluence_rate_scaled)) * 0.29983494,(fluence_rate_scaled*rho_within_case_z_scaled + theta_sin_within_case_z_scaled**2)*0.29983494,0.3307714109676*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.226351702855071*(theta_sin_within_case_z - 0.0864548621097846)**2 + 0.285739561816426,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_sin_within_case_z_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled')), Mul(CONST, Pow(Symbol('theta_sin_within_case_z_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_sin_within_case_z_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,7,10,0.7259169,0.026219911295378064,(abs(theta_cos_scaled) + (rho_within_case_z_scaled * fluence_rate_scaled)) * 0.3635569,(fluence_rate_scaled*rho_within_case_z_scaled + Abs(theta_cos_scaled))*0.3635569,0.401068096933622*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 0.401068096933622*Abs(15.4180386938948*theta_cos - 14.225700386464) + 0.285739561816426,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled')), Mul(CONST, Abs(Symbol('theta_cos_scaled')))))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Abs"", ""Add"", ""Mul""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,8,11,0.7108732,0.02094147193048667,((fluence_rate_scaled * rho_within_case_z_scaled) * 0.3374678) + square(theta_cos_scaled * 0.4450257),fluence_rate_scaled*rho_within_case_z_scaled*0.3374678 + 0.19804787366049*theta_cos_scaled**2,0.37228716693969*(1.88569304205524*fluence_rate - 6.93049292450245)*(0.886855416159597*rho_within_case_z + 0.230750889548587) + 51.936678545995*(theta_cos - 0.922666019258146)**2 + 0.285739561816426,"[""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Symbol('fluence_rate_scaled'), Symbol('rho_within_case_z_scaled')), Mul(CONST, Pow(Symbol('theta_cos_scaled'), Integer(2)))))","{""features"": [""fluence_rate_scaled"", ""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",5,1,warm_start_checkpoint
shape,recoverable_i1_single_shape,9,13,0.7006952,0.007210544236282259,(((theta_cos_scaled * -1.1405832) - square(rho_within_case_z_scaled)) * -0.15478908) * (theta_cos_scaled + -1.6082156),(-rho_within_case_z_scaled**2 + theta_cos_scaled*(-1.1405832))*(-0.15478908)*(theta_cos_scaled - 1.6082156),-0.170759960109975*(15.4180386938948*theta_cos - 15.833915986464)*(-17.5855559112063*theta_cos - 0.786512529171612*(rho_within_case_z + 0.260189976115635)**2 + 16.2255948690343) + 0.285739561816426,"[""rho_within_case_z_scaled"", ""theta_cos_scaled""]","Mul(CONST, Add(Mul(CONST, Pow(Symbol('rho_within_case_z_scaled'), Integer(2))), Mul(CONST, Symbol('theta_cos_scaled'))), Add(Mul(CONST, Symbol('theta_cos_scaled')), CONST))","{""features"": [""rho_within_case_z_scaled"", ""theta_cos_scaled""], ""operators"": [""Add"", ""Mul"", ""Pow""]}",5,1,warm_start_checkpoint
